,compiler,cluster,source_file_cpp,name_cpp,median_ns_cpp,mean_ns_cpp,variance_ns_cpp,impl_cpp,kernel,median_cpp_ns_cpp,source_file_dace,name_dace,median_ns_dace,mean_ns_dace,variance_ns_dace,impl_dace,median_cpp_ns_dace
230,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s343,72929122.0,74875473.0909091,10999750455707.496,cpp,s343,72929122.0,runtimes_v7f_force_width_512.csv,dace_s343,51097000.0,52779000.0,12744164999999.998,dace,72929122.0
231,gcc,arm,runtimes_v8f_.csv,cpp_s119,73461177.0,73932713.72727273,1592135506023.2148,cpp,s119,73461177.0,runtimes_v8f_intrinsic_neon.csv,dace_s119,76843000.0,81593636.36363636,69565980254545.44,dace,73898186.0
232,graceclang,arm,runtimes_v8f_.csv,cpp_s119,73636669.0,74128461.54545455,2078075439022.4773,cpp,s119,73636669.0,runtimes_v8f_intrinsic_sve.csv,dace_s119,73892000.0,74332454.54545455,2323845072727.2637,dace,73991118.0
233,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s343,73696043.0,74684936.54545455,4995132763939.682,cpp,s343,73696043.0,runtimes_v7f_default.csv,dace_s343,71338000.0,72506000.0,4025733800000.0054,dace,73696043.0
234,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s482,73793641.0,73860090.72727273,154748958205.8181,cpp,s482,73793641.0,runtimes_v7f_default.csv,dace_s482,61475000.0,61546900.0,113653211111.11119,dace,73793641.0
235,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s119,73839678.0,74281566.72727273,1979206417663.2168,cpp,s119,73839678.0,runtimes_v8f_intrinsic_neon.csv,dace_s119,74103000.0,74651800.0,1659196177777.7786,dace,74102224.0
236,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1213,74141055.0,74242736.27272727,73538869484.81938,cpp,s1213,74141055.0,runtimes_v8f_intrinsic_neon.csv,dace_s1213,75175000.0,75284000.0,75937799999.99942,dace,74141055.0
237,llvm,arm,runtimes_v8f_.csv,cpp_s1213,74280120.0,74423018.0,96871607011.99844,cpp,s1213,74280120.0,runtimes_v8f_intrinsic_neon.csv,dace_s1213,75397000.0,75505363.63636364,102074254545.45532,dace,74366597.0
238,gcc,arm,runtimes_v8f_.csv,cpp_s2244,74779732.0,75212524.0,650284824186.399,cpp,s2244,74779732.0,runtimes_v8f_.csv,dace_s2244,53779500.0,54044000.0,549254444444.4441,dace,74779732.0
239,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s13110,75508400.0,75624224.18181819,54865324219.16358,cpp,s13110,75508400.0,runtimes_v7f_default.csv,dace_s13110,75909500.0,75926000.0,75226222222.22235,dace,75508400.0
240,graceclang,arm,runtimes_v8f_.csv,cpp_s2244,75732841.0,76091993.0,548589110001.396,cpp,s2244,75732841.0,runtimes_v8f_no_vectorize.csv,dace_s2244,53991000.0,54402900.0,646795433333.3333,dace,76467814.0
241,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s126,75878664.0,77308639.81818181,11188823210121.965,cpp,s126,75878664.0,runtimes_v7f_default.csv,dace_s126,65581000.0,67022727.27272727,11899017418181.814,dace,75878664.0
242,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s3110,75982733.0,75979036.54545455,63374643559.072754,cpp,s3110,75982733.0,runtimes_v7f_default.csv,dace_s3110,75922000.0,75898090.9090909,80019690909.09099,dace,75982733.0
243,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s2244,76312126.0,76546692.45454545,336745406386.6747,cpp,s2244,76312126.0,runtimes_v8f_.csv,dace_s2244,54475000.0,54844300.0,1025593122222.2224,dace,76339331.0
244,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s2244,77247742.0,77238264.63636364,4638357530.654562,cpp,s2244,77247742.0,runtimes_v7f_default.csv,dace_s2244,66033000.0,66018181.81818182,95883363636.36343,dace,77247742.0
245,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s126,77867220.0,79484470.72727273,14761534360052.422,cpp,s126,77867220.0,runtimes_v7f_.csv,dace_s126,66446000.0,67767863.63636364,11653659932900.422,dace,83378656.5
246,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s13110,78153828.0,78343716.72727273,420751782335.42346,cpp,s13110,78153828.0,runtimes_v7f_default.csv,dace_s13110,84820000.0,84910181.81818181,223141763636.36514,dace,78497932.0
247,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s2244,78403997.0,78393374.0,2388100784.3998947,cpp,s2244,78403997.0,runtimes_v7f_default.csv,dace_s2244,61304000.0,61399000.0,52019199999.99987,dace,78403997.0
248,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s3110,78682941.0,78695485.81818181,46833464866.96308,cpp,s3110,78682941.0,runtimes_v7f_force_width_256.csv,dace_s3110,84521000.0,84603000.0,59765000000.000305,dace,78682941.0
249,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s222,79210431.0,79755631.9090909,2846578770396.6904,cpp,s222,79210431.0,runtimes_v8f_no_vectorize.csv,dace_s222,62291000.0,62297727.27272727,4005618181.8181787,dace,94313926.0
250,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s222,79242970.0,79866239.9090909,3337735990469.087,cpp,s222,79242970.0,runtimes_v8f_intrinsic_sve.csv,dace_s222,62613000.0,63279909.09090909,3229637490909.09,dace,97588162.0
251,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s2233,79376616.0,81782802.54545455,29669531875689.867,cpp,s2233,79376616.0,runtimes_v7f_.csv,dace_s2233,88445000.0,90857000.0,29465021600000.008,dace,79376616.0
252,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s119,79754805.0,79839126.0909091,118638045222.8918,cpp,s119,79754805.0,runtimes_v7f_default.csv,dace_s119,79222000.0,79204200.0,45233511111.11067,dace,79754805.0
253,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s2244,79885334.0,79895218.72727273,26242477031.2176,cpp,s2244,79885334.0,runtimes_v7f_default.csv,dace_s2244,66428000.0,66379454.54545455,69645472727.27304,dace,79885334.0
254,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s126,80198127.0,82630540.18181819,30471187999246.95,cpp,s126,80198127.0,runtimes_v7f_force_width_512.csv,dace_s126,69911000.0,72320545.45454545,24871638872727.29,dace,80198127.0
255,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s222,81281044.0,81296122.54545455,5144166068.872963,cpp,s222,81281044.0,runtimes_v7f_default.csv,dace_s222,81299000.0,81319181.81818181,4978563636.36353,dace,81281044.0
256,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s244,82894622.0,82917470.81818181,13437450079.963594,cpp,s244,82894622.0,runtimes_v7f_default.csv,dace_s244,83151000.0,83138454.54545455,48005472727.27242,dace,82894622.0
257,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s321,82916881.0,83759744.18181819,8305899336051.162,cpp,s321,82916881.0,runtimes_v8f_intrinsic_neon.csv,dace_s321,83010000.0,82963363.63636364,27870854545.45451,dace,82916881.0
258,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s321,83172826.0,83184400.0,51391865035.79944,cpp,s321,83172826.0,runtimes_v8f_no_vectorize.csv,dace_s321,83076000.0,83146272.72727273,47718218181.81827,dace,83172826.0
259,llvm,arm,runtimes_v8f_.csv,cpp_s261,83360369.0,83451583.81818181,94626625389.96373,cpp,s261,83360369.0,runtimes_v8f_intrinsic_neon.csv,dace_s261,83366000.0,83533272.72727273,658800418181.8169,dace,98230666.0
260,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s1213,83586392.0,83741183.0909091,58677739944.48954,cpp,s1213,83586392.0,runtimes_v7f_default.csv,dace_s1213,84060000.0,84052909.0909091,79771290909.09048,dace,83586392.0
261,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s321,83586874.0,83620432.0,37493527378.600105,cpp,s321,83586874.0,runtimes_v8f_intrinsic_sve.csv,dace_s321,83579000.0,83619636.36363636,39655054545.45476,dace,83586874.0
262,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s261,83601149.0,83712773.45454545,76967427765.47243,cpp,s261,83601149.0,runtimes_v8f_intrinsic_sve.csv,dace_s261,83008000.0,83136090.9090909,179156690909.09116,dace,96298184.0
263,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s1232,84579035.0,84825025.18181819,9001729028939.96,cpp,s1232,84579035.0,runtimes_v7f_default.csv,dace_s1232,63551500.0,65095400.0,37649972044444.43,dace,84579035.0
264,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s119,84735268.0,84682772.54545455,69891871520.47226,cpp,s119,84735268.0,runtimes_v7f_default.csv,dace_s119,119205000.0,119181545.45454545,18917072727.27233,dace,84735268.0
265,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s221,84790380.0,84886528.0909091,110130431660.49002,cpp,s221,84790380.0,runtimes_v8f_intrinsic_sve.csv,dace_s221,84684000.0,84676818.18181819,3173763636.3637633,dace,86463204.0
266,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s171,84950666.0,85049373.86363636,66164790992.592,cpp,s171,84950666.0,runtimes_v7f_default.csv,dace_s171,85745000.0,85747363.63636364,1863454545.454556,dace,85446573.0
267,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s212,84978280.0,85660140.27272727,2707949287496.219,cpp,s212,84978280.0,runtimes_v8f_intrinsic_neon.csv,dace_s212,83172000.0,83237181.81818181,121937763636.36386,dace,84978280.0
268,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1213,84993566.0,85421288.27272727,927289834227.818,cpp,s1213,84993566.0,runtimes_v8f_intrinsic_neon.csv,dace_s1213,74870000.0,75139272.72727273,1514873018181.818,dace,84993566.0
269,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s273,85013931.0,85035857.0909091,82308854376.29082,cpp,s273,85013931.0,runtimes_v8f_intrinsic_sve.csv,dace_s273,108321000.0,108922700.0,8331113566666.667,dace,116851557.0
270,gcc,arm,runtimes_v8f_.csv,cpp_s212,85036023.0,85066832.63636364,90084470839.85417,cpp,s212,85036023.0,runtimes_v8f_.csv,dace_s212,84980000.0,85109727.27272727,232521418181.8188,dace,85036023.0
271,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s212,85071937.0,85088079.27272727,29657055396.0176,cpp,s212,85071937.0,runtimes_v8f_intrinsic_sve.csv,dace_s212,83632000.0,83569181.81818181,66883563636.36324,dace,85071937.0
272,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s273,85182092.0,85246430.36363636,85107602702.85576,cpp,s273,85182092.0,runtimes_v8f_intrinsic_sve.csv,dace_s273,95565000.0,96396300.0,6165952900000.003,dace,85182092.0
273,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s221,85450029.0,86021198.45454545,3120967927406.47,cpp,s221,85450029.0,runtimes_v8f_intrinsic_sve.csv,dace_s221,84932000.0,84977000.0,18026200000.00013,dace,97069865.0
274,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s111,85488503.0,85478131.72727273,3258301122.8180876,cpp,s111,85488503.0,runtimes_v7f_default.csv,dace_s111,84187000.0,84111909.0909091,90745890909.09079,dace,85488503.0
275,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s172,85810120.5,85823333.77272727,3947940267.326663,cpp,s172,85810120.5,runtimes_v7f_default.csv,dace_s172,86012000.0,86038909.0909091,4825290909.090834,dace,86113377.0
276,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s253,85955323.0,85907704.81818181,1696894906752.562,cpp,s253,85955323.0,runtimes_v8f_.csv,dace_s253,87885000.0,88147000.0,4110793199999.9985,dace,86152927.0
277,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s175,85964893.0,85998006.0,6925245681.200523,cpp,s175,85964893.0,runtimes_v7f_default.csv,dace_s175,85236000.0,85226272.72727273,1651018181.818238,dace,85964893.0
278,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s2233,86277833.0,90423112.18181819,86126902710393.16,cpp,s2233,86277833.0,runtimes_v7f_default.csv,dace_s2233,93823500.0,97942100.0,158757241655555.5,dace,86277833.0
279,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s233,86370657.0,86802949.27272727,2059487147915.0156,cpp,s233,86370657.0,runtimes_v8f_intrinsic_neon.csv,dace_s233,80388000.0,80773909.0909091,1562623290909.0896,dace,88288570.0
280,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s111,86623290.0,86631402.27272727,10468931085.017628,cpp,s111,86623290.0,runtimes_v7f_default.csv,dace_s111,94403000.0,94324800.0,79468177777.77779,dace,86623290.0
281,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s111,86762023.0,86892516.54545455,311974669679.4714,cpp,s111,86762023.0,runtimes_v8f_.csv,dace_s111,87014000.0,87031818.18181819,422409763636.3551,dace,88229655.0
282,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s442,86793305.0,86889203.27272727,182352645595.41888,cpp,s442,86793305.0,runtimes_v7f_force_width_256.csv,dace_s442,60359000.0,60507700.0,274428011111.11148,dace,86793305.0
283,graceclang,arm,runtimes_v8f_.csv,cpp_s111,86794885.0,86782591.72727273,442350961668.4164,cpp,s111,86794885.0,runtimes_v8f_intrinsic_neon.csv,dace_s111,86940000.0,87018454.54545455,305646472727.27356,dace,87305247.0
284,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s111,87016285.0,87230867.27272727,494242570565.21326,cpp,s111,87016285.0,runtimes_v8f_.csv,dace_s111,85978000.0,86408272.72727273,1423263218181.8196,dace,87094742.0
285,gcc,arm,runtimes_v8f_.csv,cpp_s233,87215229.0,88165006.54545455,7327881427248.875,cpp,s233,87215229.0,runtimes_v8f_.csv,dace_s233,89268500.0,89643300.0,1254861566666.6658,dace,87215229.0
286,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s253,87273886.0,87796219.81818181,2235878813152.564,cpp,s253,87273886.0,runtimes_v8f_intrinsic_sve.csv,dace_s253,87338000.0,87425000.0,1178030200000.0012,dace,87273886.0
287,llvm,arm,runtimes_v8f_.csv,cpp_s233,87428154.0,87897367.45454545,2606830170471.6743,cpp,s233,87428154.0,runtimes_v8f_intrinsic_sve.csv,dace_s233,88698000.0,90425300.0,20775585344444.402,dace,90345848.0
288,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s253,87597048.0,87483299.54545455,680890662891.4722,cpp,s253,87597048.0,runtimes_v8f_intrinsic_sve.csv,dace_s253,87365000.0,87586545.45454545,1111798672727.2712,dace,90139285.0
289,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s244,87706219.0,87901888.45454545,176055186227.6735,cpp,s244,87706219.0,runtimes_v8f_intrinsic_neon.csv,dace_s244,84731000.0,84770727.27272727,63222618181.81789,dace,87708759.0
290,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s119,88486290.0,88593424.27272727,120840813789.61723,cpp,s119,88486290.0,runtimes_v7f_default.csv,dace_s119,87131000.0,87137200.0,59319288888.88918,dace,88486290.0
291,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s111,88760637.0,88844727.9090909,93089897578.49266,cpp,s111,88760637.0,runtimes_v7f_force_width_256.csv,dace_s111,86972000.0,86925454.54545455,81383072727.27284,dace,88760637.0
292,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1221,88954843.0,88937733.63636364,7330214052.0545635,cpp,s1221,88954843.0,runtimes_v7f_default.csv,dace_s1221,88962000.0,88974909.0909091,10063690909.090961,dace,88954843.0
293,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s244,89122456.0,89529426.45454545,1345962499561.4727,cpp,s244,89122456.0,runtimes_v8f_no_vectorize.csv,dace_s244,83933000.0,83975636.36363636,92460054545.45357,dace,98656740.0
294,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s175,89230397.0,89227943.18181819,2693387095.964186,cpp,s175,89230397.0,runtimes_v7f_default.csv,dace_s175,97151500.0,97512200.0,1023285288888.8884,dace,89230397.0
295,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s171,89322503.0,89346123.45454545,2522517800.6719995,cpp,s171,89322503.0,runtimes_v7f_force_width_512.csv,dace_s171,97034000.0,97051000.0,7201000000.000133,dace,89415504.0
296,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s1221,89324156.0,89312702.18181819,26139300399.56487,cpp,s1221,89324156.0,runtimes_v7f_default.csv,dace_s1221,88805000.0,88846181.81818181,21233763636.36211,dace,89442539.0
297,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s244,89599875.0,89682719.63636364,114160838547.45425,cpp,s244,89599875.0,runtimes_v8f_intrinsic_neon.csv,dace_s244,83818000.0,83928090.9090909,145886890909.09247,dace,89599875.0
298,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s172,90430314.0,90507157.54545455,32898711365.07307,cpp,s172,90430314.0,runtimes_v7f_default.csv,dace_s172,97014000.0,97053727.27272727,20020418181.817993,dace,90482733.0
299,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s3113,90784338.0,92036998.72727273,10328797529467.61,cpp,s3113,90784338.0,runtimes_v8f_intrinsic_neon.csv,dace_s3113,165788000.0,165942000.0,391307200000.002,dace,90784338.0
300,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s212,90804021.0,90773738.36363636,450515391079.8544,cpp,s212,90804021.0,runtimes_v7f_force_width_256.csv,dace_s212,88773000.0,88562300.0,628484899999.9991,dace,90804021.0
301,gcc,arm,runtimes_v8f_.csv,cpp_s261,91060339.0,91649540.54545455,3148675025749.267,cpp,s261,91060339.0,runtimes_v8f_.csv,dace_s261,82632000.0,82667272.72727273,39633218181.81824,dace,91060339.0
302,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s441,91490767.0,91498270.0909091,2260898051.8909826,cpp,s441,91490767.0,runtimes_v7f_default.csv,dace_s441,81262000.0,81268818.18181819,34905563636.36395,dace,91490767.0
303,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s1221,92038756.0,92038279.36363636,28649430865.053642,cpp,s1221,92038756.0,runtimes_v7f_default.csv,dace_s1221,98061000.0,98779272.72727273,2957856418181.819,dace,92038756.0
304,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s453,92686317.0,92796386.54545455,40745058972.87277,cpp,s453,92686317.0,runtimes_v7f_default.csv,dace_s453,93559000.0,93663545.45454545,94951672727.27303,dace,92686317.0
305,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s3113,92888290.0,93932285.54545455,9404801530837.264,cpp,s3113,92888290.0,runtimes_v8f_.csv,dace_s3113,92856000.0,95049636.36363636,16794422654545.443,dace,94116680.0
306,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s3113,93164954.0,94140066.18181819,10338897014202.805,cpp,s3113,93164954.0,runtimes_v8f_intrinsic_sve.csv,dace_s3113,93478000.0,94612727.27272727,13924062818181.816,dace,95767501.0
307,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s1213,93290476.0,93407968.81818181,125900212616.76387,cpp,s1213,93290476.0,runtimes_v7f_default.csv,dace_s1213,93140000.0,93199727.27272727,110695618181.81721,dace,93290476.0
308,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s124,93342857.0,94366926.72727273,8836465934933.22,cpp,s124,93342857.0,runtimes_v8f_.csv,dace_s124,101568000.0,102354636.36363636,13112631254545.465,dace,94354228.0
309,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s171,94539629.0,94544935.0909091,4742993984.890751,cpp,s171,94539629.0,runtimes_v7f_default.csv,dace_s171,95669000.0,95730090.9090909,21939090909.09057,dace,94539629.0
310,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s2251,94740365.0,94842732.9090909,103012721936.6907,cpp,s2251,94740365.0,runtimes_v8f_intrinsic_neon.csv,dace_s2251,97633000.0,98021636.36363636,1254991254545.454,dace,94740365.0
311,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s211,95203860.0,95747297.63636364,1613864040131.2554,cpp,s211,95203860.0,runtimes_v8f_intrinsic_sve.csv,dace_s211,95659000.0,95750272.72727273,134389618181.81876,dace,96049572.0
312,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s175,95325882.0,95300260.36363636,3376772071.65429,cpp,s175,95325882.0,runtimes_v7f_default.csv,dace_s175,94935000.0,94982600.0,10684933333.333405,dace,95325882.0
313,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s2251,95403561.0,95711849.0,1084613750396.6019,cpp,s2251,95403561.0,runtimes_v8f_intrinsic_neon.csv,dace_s2251,95511000.0,95592090.9090909,225363090909.08926,dace,110962286.0
314,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s211,95545568.0,96096116.27272727,2487117219753.824,cpp,s211,95545568.0,runtimes_v8f_intrinsic_neon.csv,dace_s211,95466000.0,95469272.72727273,62976818181.81864,dace,96434766.0
315,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s172,95575827.0,95588179.45454545,1034125157.0727367,cpp,s172,95575827.0,runtimes_v7f_default.csv,dace_s172,95443000.0,95482181.81818181,10790363636.363638,dace,95575827.0
316,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s2251,95576028.0,136726014.0909091,1.5112215031656012e+16,cpp,s2251,95576028.0,runtimes_v8f_intrinsic_neon.csv,dace_s2251,95702000.0,95754181.81818181,51063563636.363434,dace,95576028.0
317,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s453,95739921.0,95794953.54545455,29180325185.272778,cpp,s453,95739921.0,runtimes_v7f_force_width_256.csv,dace_s453,131840000.0,131872272.72727273,125858018181.81802,dace,96042343.0
318,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s323,95858358.0,95924927.45454545,18368037278.471954,cpp,s323,95858358.0,runtimes_v8f_intrinsic_sve.csv,dace_s323,101854500.0,101894100.0,54007877777.77746,dace,96082975.0
319,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s152,96373143.0,96522953.45454545,294888208329.4731,cpp,s152,96373143.0,runtimes_v8f_intrinsic_sve.csv,dace_s152,115097000.0,115334700.0,631197566666.667,dace,96373143.0
320,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s212,96457048.0,96312955.18181819,2335045894330.3735,cpp,s212,96457048.0,runtimes_v7f_default.csv,dace_s212,111975000.0,111969600.0,78603822222.22192,dace,96457048.0
321,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s255,96561625.0,96590031.81818181,4200747549.5634384,cpp,s255,96561625.0,runtimes_v7f_default.csv,dace_s255,91792000.0,91771545.45454545,13787472727.27276,dace,96561625.0
322,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s000,96773049.0,96784993.0,4494287186.999676,cpp,s000,96773049.0,runtimes_v7f_default.csv,dace_s000,97801500.0,97735000.0,118080000000.0008,dace,96773049.0
323,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s323,96809790.0,97335408.54545455,2476550805806.0728,cpp,s323,96809790.0,runtimes_v8f_intrinsic_sve.csv,dace_s323,102846500.0,104518600.0,12727940933333.328,dace,106656974.0
324,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s471,96844400.0,96865760.45454545,35672500621.6725,cpp,s471,96844400.0,runtimes_v8f_intrinsic_neon.csv,dace_s471,94855000.0,95085500.0,636858500000.0002,dace,96844400.0
325,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s255,96920340.0,96944764.18181819,13800702875.563694,cpp,s255,96920340.0,runtimes_v7f_default.csv,dace_s255,92290000.0,92279727.27272727,6412218181.818342,dace,96920340.0
326,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s1113,97083388.0,97065627.36363636,20403493775.053944,cpp,s1113,97083388.0,runtimes_v7f_default.csv,dace_s1113,95660000.0,95615454.54545455,92434672727.27301,dace,97083388.0
327,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s000,97266763.0,97339295.63636364,33448646050.653717,cpp,s000,97266763.0,runtimes_v7f_default.csv,dace_s000,98378000.0,98366545.45454545,55195872727.273766,dace,97266763.0
328,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s274,97885238.0,98399896.0,2342300725918.8,cpp,s274,97885238.0,runtimes_v8f_intrinsic_sve.csv,dace_s274,97828000.0,97920727.27272727,93111418181.81912,dace,125817577.0
329,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s255,98431482.0,98435668.54545455,10087619703.672531,cpp,s255,98431482.0,runtimes_v7f_default.csv,dace_s255,97237000.0,97250090.9090909,8033490909.090773,dace,98431482.0
330,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s1213,98564935.0,98573934.36363636,72893601683.4534,cpp,s1213,98564935.0,runtimes_v7f_force_width_256.csv,dace_s1213,92378000.0,92406545.45454545,47110472727.27285,dace,98832676.0
331,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s1113,98751677.0,98818728.54545455,88014537409.87366,cpp,s1113,98751677.0,runtimes_v7f_default.csv,dace_s1113,96198000.0,96293300.0,87821344444.44427,dace,98751677.0
332,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s211,98752571.0,99110126.18181819,1484687580112.1594,cpp,s211,98752571.0,runtimes_v8f_intrinsic_neon.csv,dace_s211,94397000.0,94571545.45454545,209556872727.2718,dace,114571937.0
333,llvm,arm,runtimes_v8f_.csv,cpp_s152,98760245.0,98923952.81818181,147502359250.36368,cpp,s152,98760245.0,runtimes_v8f_intrinsic_sve.csv,dace_s152,122338500.0,124104200.0,13470354399999.99,dace,98874691.0
334,graceclang,arm,runtimes_v8f_.csv,cpp_s471,98790129.0,98863319.0909091,145172598413.49335,cpp,s471,98790129.0,runtimes_v8f_intrinsic_neon.csv,dace_s471,98883000.0,98971181.81818181,216579963636.36243,dace,107488716.0
335,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s152,98986440.0,99061591.27272727,886373023215.0166,cpp,s152,98986440.0,runtimes_v8f_intrinsic_sve.csv,dace_s152,121885500.0,122112700.0,263322011111.1107,dace,98986440.0
336,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s124,99026322.0,99143822.36363636,96806503448.45403,cpp,s124,99026322.0,runtimes_v8f_.csv,dace_s124,97499000.0,97759727.27272727,300980218181.81775,dace,103189660.0
337,llvm,arm,runtimes_v8f_.csv,cpp_s274,99111112.0,100209886.45454545,7282883195123.269,cpp,s274,99111112.0,runtimes_v8f_intrinsic_sve.csv,dace_s274,97995000.0,99087818.18181819,8027937963636.361,dace,126329846.0
338,llvm,arm,runtimes_v8f_.csv,cpp_s124,99218030.0,99232255.0909091,599404030147.8911,cpp,s124,99218030.0,runtimes_v8f_.csv,dace_s124,97698000.0,97777545.45454545,138523672727.27615,dace,99218030.0
339,llvm,arm,runtimes_v8f_.csv,cpp_s471,99272466.0,99243825.9090909,60286834645.690956,cpp,s471,99272466.0,runtimes_v8f_intrinsic_sve.csv,dace_s471,98850000.0,99031600.0,184949822222.2238,dace,100991312.0
340,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s124,99356213.0,99417174.0,23608301961.40008,cpp,s124,99356213.0,runtimes_v7f_force_width_256.csv,dace_s124,382212000.0,382149000.0,528709200000.0041,dace,99356213.0
